,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
2,2025-02-17,2025 WORLD AMATEUR TEAM TOURNAMENT (NJ)1: WORLD AMATEUR TEAM 2025,1961 =>1930,,
3,2025-02-02,62ND ANNUAL BALTIMORE OPEN (MD)2: UNDER 2200,1953 =>1961,,
4,2025-01-20,57TH ANNUAL LIBERTY BELL OPEN! (PA)1: MAJOR SECTION!,1959 =>1953,,
5,2025-01-05,13TH ANNUAL BOSTON CHESS CONGRESS (MA)1: PREMIER SECTION!,1987 =>1959,,
6,2024-12-29,49TH ANNUAL EASTERN OPEN! (VA)1: PREMIER SECTION!,1963 =>1987,,
7,2024-12-23,2024 NORTH AMERICAN YOUTH (VA)9: U10-OPEN,1965 =>1963,,
8,2024-12-21,2024 NORTH AMERICAN YOUTH OPENBLITZ (VA)2: AMATEUR,,,1708 =>1635
9,2024-12-19,2024 NORTH AMERICAN YOUTH BLITZ (VA)5: U10-OPEN,,,1744 =>1708
10,2024-10-27,28TH ANNUAL EASTERN CHESS CONGRESS! (NJ)1: PREMIER SECTION!,1962 =>1965,,
11,2024-10-20,13TH ANNUAL HARTFORD OPEN! (CT)1: MAJOR SECTION!,1937 =>1962,,
12,2024-09-02,146TH ANNUAL NY STATE CHAMPIONSHIP! (NY)1: CHAMPIONSHIP!,1965 =>1937,,
13,2024-08-25,56TH ANNUAL ATLANTIC OPEN! (DC)1: MAJOR SECTION!,1985 =>1965,,
14,2024-08-18,54TH ANNUAL CONTINENTAL OPEN (MA)1: PREMIER,1998 =>1985,,
15,2024-08-04,AUGUST FIDE PREMIER (NY)1: AUGUST FIDE PREMIER,2020 =>1998,,
16,2024-07-28,29TH ANNUAL BRADLEY OPEN! (CT)1: MAJOR SECTION!,2012 =>2020,,
17,2024-07-21,11TH ANNUAL POTOMAC OPEN (MD)2: U2300,2005 =>2012,,
18,2024-07-07,52ND ANNUAL WORLD OPEN (PA)1: OPEN,1908 =>2005,,
19,2024-06-30,18TH PHILADELPHIA OPEN (PA)1: MAJOR,1903 =>1908,,
20,2024-06-26,MCC - 2024-06 (MA)1: OPEN,1920 =>1903,,
21,2024-06-16,NEW ENGLAND CLASS CHAMPIONSHIP (MA)1: MASTER/EXPERT,1909 =>1920,,
22,2024-06-09,32ND ANNUAL EASTERN CLASS (CT)2: EXPERT SECTION,1925 =>1909,,
23,2024-06-02,4TH ANNUAL NIAGARA FALLS OPEN (NY)1: MAJOR,1922 =>1925,,
24,2024-05-27,92ND MASSACHUSETTS OPEN (MA)1: CHAMPIONSHIP,1935 =>1922,,
25,2024-05-19,BARRY S. SPIEGEL CUP (MA)3: ELEMENTARY SCHOOL,1944 =>1935,,
26,2024-05-12,THE NORTHERN CLASS CHAMPIONSHIPS (PA)1: PREMIER,1945 =>1944,,
27,2024-04-24,MCC - 2024-04 (MA)1: OPEN,1945 =>1945,,
28,2024-04-14,UMASS SPRING CLASSIC (MA)1: OPEN,1941 =>1945,,
29,2024-04-07,1ST PENGUIN FESTIVAL (MA)1: EMPEROR (1600+ USCF),1910 =>1941,,
30,2024-03-31,16TH ANNUAL OPEN AT FOXWOODS (CT)2: UNDER 2200,1899 =>1910,,
31,2024-03-27,MCC - 2024-03 (MA)1: OPEN,1875 =>1899,,
32,2024-03-26,MARCH TUESDAY NIGHT SWISS (MA)1: OPEN,1891 =>1875,,
33,2024-03-17,2ND ANNUAL MURRAY NEWCOMB MEMORIAL TOURNAMENT (VA)1: PREMIER,1886 =>1891,,
34,2024-03-09,MARCH G-80 (MA)1: OPEN,1895 =>1886,,
35,2024-03-06,GEORGE O-ROURKE MEMORIAL (MA)1: PREMIER,1915 =>1895,,
36,2024-02-25,8TH ANNUAL GEORGE WASHINGTON OPEN (VA)1: MAJOR,1897 =>1915,,
37,2024-02-19,WORLD TEAM 2024 (NJ)1: WORLD AMATEUR TEAM 2024,1884 =>1897,,
38,2024-02-04,61ST ANNUAL BALTIMORE OPEN (MD)3: UNDER 2100,1903 =>1884,,
39,2024-01-31,MCC - 2024-01 (MA)1: OPEN,1821 =>1903,,
40,2024-01-27,32ND MID-WINTER CLASSIC (MA)1: OPEN,1798 =>1821,,
41,2024-01-15,56TH ANNUAL LIBERTY BELL OPEN! (PA)2: UNDER 2100 SECTION,1797 =>1798,,
42,2024-01-14,11TH LIBERTY BELL OPEN BLITZ! (PA)1: PERFECT HOLIDAY!,,,1770 =>1744
43,2024-01-07,12TH ANNUAL BOSTON CHESS CONGRESS! (MA)2: UNDER 2100 SECTION,1799 =>1797,,
44,2023-12-29,48TH ANNUAL EASTERN OPEN! (VA)2: UNDER 2200 SECTION,1810 =>1799,,
45,2023-12-28,14TH ANNUAL EASTERN OPEN BLITZ! (VA)1: HAPPY HOLIDAYS!!,,,1685 =>1770
46,2023-12-27,MCC - 2023-12 (MA)1: OPEN,1785 =>1810,,
47,2023-12-17,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS (FL)9: 4TH GRADE CHAMPIONSHIP,1820 =>1785,,
48,2023-12-14,2023 K-12 BLITZ CHAMPIONSHIP (FL)2: K-6 BLITZ,,,1793 =>1685
49,2023-12-10,K&Q SUPER SUNDAY (NJ)1: OPEN (1700+),1838 =>1820,,
50,2023-12-08,BIG MONEY BLITZ (MA)1: OPEN,,,1834 =>1793
51,2023-11-29,MCC - 2023-11 (MA)1: OPEN,1841 =>1838,,
