,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
2,2025-03-01,MARCH QUADS (MA)2: QUAD 2,2050** =>2051,,
3,2025-02-08,$15 OPEN (MA)1: OPEN,2060 =>2050,1899 =>1887,
4,2025-01-26,BLACK DIAMOND PREMIER (MA)1: PREMIER,2046 =>2060,1878 =>1899,
5,2025-01-18,BIG MONEY SWISS (MA)1: OPEN,2030 =>2046,1856 =>1878,
6,2025-01-05,13TH ANNUAL BOSTON CHESS CONGRESS (MA)2: UNDER 2100 SECTION,2019 =>2030,,
7,2024-12-27,2024 DECEMBER 27TH ACTION QUAD NIGH (SC)1: OPEN,2032 =>2019,1863 =>1856,
8,2024-12-15,HARRY NELSON PILLSBURY MEMORIAL (MA)2: UNDER 2200,2015 =>2032,1843 =>1863,
9,2024-12-01,5TH_BOSTON_ELITE_THANKSGIVING_FIDE_ (MA)1: PREMIER,2051 =>2015,,
10,2024-10-20,13TH ANNUAL HARTFORD OPEN! (CT)1: MAJOR SECTION!,2065 =>2051,,
11,2024-10-13,89TH GREATER BOSTON OPEN (MA)1: PREMIER,2033 =>2065,1780 =>1843,
12,2024-09-14,SEPTEMBER $15 OPEN (MA)1: OPEN,2056 =>2033,1807 =>1780,
13,2024-09-02,83RD NEW ENGLAND OPEN (MA)1: CHAMPIONSHIP,2036 =>2056,,
14,2024-08-23,2024 AUGUST 23RD QUAD NIGHT (SC)1: OPEN,,1813 =>1807,
15,2024-08-18,54TH ANNUAL CONTINENTAL OPEN (MA)1: PREMIER,2038 =>2036,,
16,2024-08-17,10TH ANNUAL CONTINENTAL OPEN BLITZ (MA)1: OPEN,,,1384 (P24) =>1417
17,2024-08-10,TORNADO #142 (MA)1: OPEN,2052 =>2038,1821 =>1813,
18,2024-07-27,SUMMER OPEN (MA)1: OPEN,2058 =>2052,1819 =>1821,
19,2024-06-30,2024 CASTLE CHESS GRAND PRIX (GA)2: EXPERT,2083 =>2058,,
20,2024-06-16,NEW ENGLAND CLASS CHAMPIONSHIP (MA)1: MASTER/EXPERT,2072 =>2083,,
21,2024-05-27,92ND MASSACHUSETTS OPEN (MA)1: CHAMPIONSHIP,2087 =>2072,,
22,2024-05-19,BARRY S. SPIEGEL CUP (MA)1: HIGH SCHOOL,2065 =>2087,,
23,2024-04-28,32ND MASSACHUSETTS G-60 CHAMPIONSHI (MA)2: U2200,2029 =>2065,1721 =>1819,
24,2024-04-07,1ST PENGUIN FESTIVAL (MA)1: EMPEROR (1600+ USCF),2050 =>2029,,
25,2024-03-31,16TH ANNUAL OPEN AT FOXWOODS (CT)2: UNDER 2200,1980 =>2050,,
26,2024-03-30,15TH ANNUAL BLITZ AT FOXWOODS (CT)1: OPEN,,,1332 (P16) =>1384 (P24)
27,2024-02-19,WORLD TEAM 2024 (NJ)1: WORLD AMATEUR TEAM 2024,1973 =>1980,,
28,2024-02-11,WINTER TEAM CHALLENGE (MA)1: U1800,1989 =>1973,1744 =>1721,
29,2024-01-21,GUS GOSSELIN GRADE CHAMPIONSHIP (MA)1: GRADES 9-12,2007 =>1989,1773 =>1744,
30,2024-01-07,12TH ANNUAL BOSTON CHESS CONGRESS! (MA)2: UNDER 2100 SECTION,2001 =>2007,,
31,2024-01-01,HERB HEALY 2024 (MA)1: RATED,2001 =>2001,1774 =>1773,
32,2023-12-10,HARRY NELSON PILLSBURY MEMORIAL (MA)1: OPEN,2028 =>2001,1811 =>1774,
33,2023-11-26,4TH BOSTON ELITE THANKSGIVING FIDE (MA)1: PREMIER,2040 =>2028,,
34,2023-11-12,BCF FALL FESTIVAL (MA)2: OPEN,2048 =>2040,,
35,2023-11-04,OCEAN STATE CHESS PREMIER OPEN CHAMPIONSHIP (RI)1: OPEN,2042 =>2048,1794 =>1811,
36,2023-10-15,88TH GREATER BOSTON OPEN (MA)1: OPEN,2050 =>2042,1802 =>1794,
37,2023-10-08,12TH ANNUAL HARTFORD OPEN! (CT)1: MAJOR SECTION,2067 =>2050,,
38,2023-09-30,FMCA MASTERS 09-2023 (MA)1: OPEN,1994 =>2067,1647 =>1802,
39,2023-09-04,82ND NEW ENGLAND OPEN (MA)1: CHAMPIONSHIP,1982 =>1994,,
40,2023-08-26,END OF SUMMER SWISS (MA)1: OPEN,2000 =>1982,1644 =>1647,
41,2023-08-06,1ST MANCHESTER OPEN (NH)1: OPEN,2014 =>2000,1657 =>1644,
42,2023-08-05,HARRY LYMAN MEMORIAL (MA)1: OPEN,2017 =>2014,1626 =>1657,
43,2023-07-16,53RD ANNUAL CONTINENTAL OPEN! (MA)2: UNDER 2100 SECTION,1964 =>2017,,
44,2023-07-04,51ST ANNUAL WORLD OPEN (PA)2: UNDER 2200,1917 =>1964,,
45,2023-06-25,2023 CASTLE CHESS GRAND PRIX (GA)3: CLASS A,1864 =>1917,,
46,2023-06-24,FMCA MASTERS (MA)1: OPEN,1873 =>1864,1624 =>1626,
47,2023-05-29,91ST MASSACHUSETTS OPEN (MA)2: UNDER 2100,1868 =>1873,,
48,2023-05-20,SPRING SWISS (MA)1: OPEN,1876 =>1868,1630 =>1624,
49,2023-05-13,SPRING G80 (MA)1: OPEN,1869 =>1876,,
50,2023-04-30,31ST MASSACHUSETTS G/60 CHAMPIONSHIP (MA)2: U2200,1872 =>1869,1616 =>1630,
51,2023-04-23,SPRING FESTIVAL (MA)1: OPEN,1856 =>1872,,
